,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,Status
3141,5000,12.18,36,14,166.5,5000,10.95,1
3142,10000,10.65,36,1,325.74,10000,14,1
3143,12000,11.86,36,1,397.75,12000,7.14,1
3144,25000,13.98,60,1,581.45,25000,12.65,0
3145,18000,10.59,60,1,387.7,18000,13.96,0
3146,35000,13.99,60,1,814.21,35000,13.65,0
3147,1500,11.36,36,10,49.37,1500,24.74,0
3148,2500,17.56,60,1,62.89,2500,11.11,0
3149,6500,11.14,36,2,213.23,6500,3.43,1
3150,3625,12.12,36,1,120.61,3625,14,0
3151,7000,9.91,36,1,225.58,7000,9.14,1
3152,2500,11.71,36,14,82.69,2500,1.31,0
3153,1000,14.65,36,4,34.5,1000,6,0
3154,6000,11.83,36,8,198.81,6000,5.38,1
3155,16000,9.63,36,3,513.51,16000,2.5,1
3156,2400,7.88,36,12,75.08,2400,15.47,1
3157,13200,12.12,36,8,439.19,13200,10.28,1
3158,2000,6.17,36,11,61,2000,18.35,1
3159,7500,11.97,36,1,249,7500,10.94,1
3160,3000,14.17,36,1,102.79,3000,21.53,0
3161,9000,14.11,36,1,308.06,9000,8.21,0
3162,12600,6.03,36,11,383.49,12600,6.38,0
3163,5000,13.22,36,1,169.01,5000,3.26,0
3164,4200,14.54,36,1,144.66,4200,4.45,1
3165,3600,12.87,36,1,121.08,3600,1.58,1
3166,10000,12.53,36,1,334.67,10000,20.46,0
3167,12000,13.06,36,1,404.68,12000,22.36,0
3168,5000,14.26,36,1,171.53,5000,19.53,0
3169,10000,11.66,36,14,330.53,10000,8.56,1
3170,8000,12.21,36,1,266.52,8000,4.94,1
3171,2500,10.74,36,1,81.54,2500,19.5,1
3172,5000,15.65,36,1,174.94,5000,18.39,0
3173,1000,10.99,36,3,32.74,1000,12.95,0
3174,25000,20.85,60,3,674.23,25000,17.36,1
3175,5000,7.74,36,1,156.1,5000,9.27,1
3176,4000,12.73,36,1,134.27,4000,8.73,0
3177,9700,8.94,36,4,308.19,9700,8.15,1
3178,3600,7.9,36,5,112.65,3600,24.2,0
3179,18500,10.99,36,5,605.6,18500,24.8,1
3180,15000,10.74,36,14,489.24,15000,14.37,1
3181,11000,10.99,36,1,360.08,11000,22.68,1
3182,4000,7.88,60,4,80.88,4000,6.77,1
3183,6000,11.49,36,14,197.83,6000,6.31,1
3184,4800,14.79,36,1,165.91,4800,5.23,0
3185,12000,15.27,60,1,287.19,12000,12.47,0
3186,14500,21.27,60,3,394.48,14500,13.2,0
3187,26375,18.79,60,1,435.8,16875,15.63,0
3188,10000,17.93,60,3,253.56,10000,11.49,1
3189,2400,13.98,36,14,82.01,2400,7.93,0
3190,25000,15.25,36,3,869.7,25000,15.56,1
3191,12000,11.49,36,1,395.66,12000,6.22,0
3192,18000,17.27,36,1,644.18,18000,13.64,1
3193,3450,11.99,36,1,114.58,3450,16.94,0
3194,12000,16.89,60,1,297.53,12000,23,0
3195,16675,11.71,60,6,368.49,16675,8.68,1
3196,18000,13.48,36,3,610.64,18000,18.82,0
3197,14000,13.49,60,5,322.07,14000,28.13,1
3198,35000,17.27,60,1,874.93,35000,8.4,0
3199,8000,9.76,36,1,257.24,8000,2.12,1
3200,16000,13.48,36,1,542.79,16000,11.1,0
3201,5000,5.42,36,6,150.8,5000,6.9,1
3202,9750,12.12,36,1,324.4,9750,20.76,0
3203,18000,17.58,36,1,646.96,18000,17.67,1
3204,12300,13.47,36,1,417.25,12300,22.08,1
3205,7000,15.57,36,1,244.62,7000,2.72,0
3206,5000,13.57,36,14,169.85,5000,14.75,1
3207,14000,12.69,36,4,469.63,14000,13.98,1
3208,3500,11.89,36,5,116.08,3500,16.46,1
3209,1350,5.42,36,2,40.72,1350,11.89,1
3210,3500,11.49,36,1,115.4,3500,16.57,1
3211,23000,17.93,60,1,370.19,14600,16.3,0
3212,9000,6.76,36,4,276.91,9000,2.61,1
3213,7000,16.82,36,1,248.95,7000,6.35,0
3214,10000,13.67,36,1,340.18,10000,19.89,1
3215,1750,13.61,36,1,59.48,1750,22.29,1
3216,14000,14.27,36,1,480.33,14000,7.36,1
3217,6000,13.35,36,14,203.18,6000,0,0
3218,2000,6.17,36,14,61,2000,17.06,0
3219,24000,16.45,60,1,589.39,24000,7.86,0
3220,3000,7.88,36,6,93.85,3000,5.4,1
3221,12000,14.26,36,1,411.67,12000,15.78,0
3222,35000,13.49,60,1,805.17,35000,5.43,1
3223,20000,12.68,60,1,451.8,20000,16.13,0
3224,10800,14.17,60,1,252.25,10800,20,0
3225,21600,15.27,36,1,751.64,21600,9.51,0
3226,5500,10.75,36,1,179.42,5500,22.69,1
3227,10000,10.37,36,1,324.42,10000,17.89,1
3228,35000,11.71,60,3,516,23350,8.07,0
3229,5250,7.66,36,10,163.7,5250,13.4,0
3230,25000,12.53,36,14,836.66,25000,12.64,0
3231,3000,12.73,60,14,67.85,3000,19.29,0
3232,7500,10.59,36,1,244.09,7500,7.6,0
3233,6250,13.48,36,1,212.03,6250,21.08,1
3234,6000,16.77,36,1,213.24,6000,14.47,1
3235,1100,15.58,60,1,26.51,1100,2.09,1
3236,6500,10.28,36,1,210.6,6500,5.87,1
3237,14500,14.59,36,1,499.75,14500,18.23,0
3238,20000,16.82,60,2,311.93,12600,15.69,0
3239,2000,9.63,36,10,64.19,2000,10.66,1
3240,3000,19.22,36,1,110.31,3000,26.55,0
3241,16000,10.74,36,1,521.86,16000,14.67,1
3242,9000,16.4,60,1,220.78,9000,23.71,0
3243,2500,13.16,36,14,84.43,2500,2.2,0
3244,12000,17.99,36,1,433.77,12000,12.14,0
3245,9600,7.14,36,14,297.04,9600,13.05,1
3246,15000,14.11,36,1,513.44,15000,14.02,0
3247,1200,11.49,36,6,39.57,1200,1.14,1
3248,16000,7.51,60,1,205.94,10275,9.3,0
3249,5600,8.59,36,2,177.02,5600,8.34,1
3250,16000,12.42,60,4,359.32,16000,24.99,1
3251,12000,12.42,36,1,400.99,12000,20.91,1
3252,7500,10.08,36,14,188.99,5850,17.61,0
3253,7000,8.88,36,1,222.21,7000,16.76,0
3254,5500,10.71,36,1,179.31,5500,12.12,1
3255,5000,7.51,60,6,100.22,5000,13.2,1
3256,7500,11.71,36,14,248.07,7500,6.37,0
3257,2800,16,36,10,98.45,2800,14.77,0
3258,5500,12.29,36,2,183.45,5500,12.28,1
3259,14000,10.65,36,1,456.03,14000,11.91,1
3260,4800,7.49,36,1,149.29,4800,18.12,1
3261,16000,14.65,36,1,551.91,16000,4.99,0
3262,13500,18.39,60,1,345.69,13500,18.89,0
3263,16000,14.22,36,5,548.55,16000,8.53,0
3264,25000,17.43,60,2,627.11,25000,10.31,0
3265,3500,11.83,36,1,115.97,3500,21.04,1
3266,5800,13.48,36,14,196.76,5800,14.58,0
3267,11000,12.18,36,1,366.3,11000,21.69,1
3268,4900,6.17,36,6,149.45,4900,3.71,1
3269,16000,21.36,60,7,436.11,16000,18.09,1
3270,20000,12.53,36,1,669.33,20000,21.17,0
3271,6000,10.74,36,1,195.7,6000,11.75,0
3272,13000,10.59,36,1,423.09,13000,14.99,0
3273,12000,14.27,60,1,280.91,12000,13.75,0
3274,10000,9.63,36,4,320.95,10000,4.08,1
3275,10000,14.91,36,1,346.22,10000,13.28,1
3276,14000,14.79,60,14,331.52,14000,8.37,1
3277,25000,10.74,36,2,815.4,25000,18.49,1
3278,12000,14.91,36,1,415.46,12000,11.93,1
3279,5000,16.45,36,1,176.89,5000,1.88,0
3280,13000,13.47,36,1,441,13000,12.44,0
3281,5000,16.49,36,1,177,5000,16.1,0
3282,5100,6.03,36,2,155.23,5100,12.69,1
3283,14675,11.49,60,1,322.67,14675,23.1,0
3284,15000,6.99,36,1,463.09,15000,14.42,1
3285,1600,14.42,36,5,55.02,1600,12.98,1
3286,16000,8.94,36,5,508.35,16000,7.85,1
3287,22750,15.21,60,1,497.13,20800,16.19,0
3288,4000,11.49,36,14,131.89,4000,21.44,0
3289,1200,6.91,36,14,37.01,1200,10.91,1
3290,2000,6.76,36,1,61.54,2000,23.23,0
3291,8000,13.61,36,2,271.91,8000,22.49,1
3292,10400,9.32,36,12,332.25,10400,14.47,1
3293,10000,7.88,36,5,312.82,10000,6.96,1
3294,900,10.28,36,12,29.16,900,16.7,0
3295,10800,20.3,60,1,287.94,10800,4.07,0
3296,3250,15.68,36,12,113.76,3250,11.8,0
3297,1000,6.76,36,5,30.77,1000,2.41,1
3298,2500,7.88,36,11,78.21,2500,14.15,1
3299,6450,5.99,36,5,196.2,6450,0.41,1
3300,18000,10.38,36,1,584.03,18000,15.27,1
3301,10000,12.99,36,2,336.9,10000,24.16,0
3302,10000,13.79,36,1,340.76,10000,21.63,0
3303,18000,19.22,60,1,469.12,18000,14.42,1
3304,7000,12.98,36,7,235.8,7000,19.8,0
3305,8000,12.84,36,1,268.95,8000,12.84,0
3306,15000,6.03,36,4,456.54,15000,0.7,1
3307,10000,10.36,60,1,214.25,10000,15.62,1
3308,1500,6.03,36,6,45.66,1500,14.46,1
3309,25000,13.72,60,1,578.09,25000,9.43,1
3310,3000,7.05,36,4,92.7,3000,8.16,1
3311,12250,11.36,36,1,403.17,12250,19.86,0
3312,6400,13.16,36,2,216.13,6400,17.16,1
3313,7500,13.92,36,1,256.03,7500,13.9,0
3314,3000,17.56,36,12,107.8,3000,0.46,0
3315,25000,10.36,36,5,810.92,25000,4.06,1
3316,5000,13.17,36,2,168.88,5000,14.6,1
3317,6500,15.65,36,1,227.41,6500,14.97,0
3318,14275,9.45,36,2,456.94,14275,11.18,1
3319,14400,13.49,60,5,331.27,14400,0.64,1
3320,12000,6.91,36,1,370.04,12000,8.93,1
3321,8000,17.49,36,1,287.18,8000,18.72,0
3322,7000,17.56,60,1,176.09,7000,13.54,0
3323,12000,14.11,36,2,410.75,12000,7.23,0
3324,11000,15.58,60,1,265.06,11000,1.64,0
3325,18000,15.58,60,1,433.72,18000,16.14,0
3326,22250,8.9,36,3,706.51,22250,13.79,1
3327,1450,6.17,36,1,44.23,1450,22.99,1
3328,24250,12.18,36,1,807.53,24250,17.41,0
3329,5125,9.99,36,9,165.35,5125,9.07,1
3330,20000,13.92,36,2,682.74,20000,11.37,1
3331,20000,13.43,60,1,459.48,20000,16.42,1
3332,6000,13.11,36,1,202.49,6000,13.29,0
3333,9500,12.12,36,1,316.09,9500,12.21,0
3334,8000,7.51,36,1,248.89,8000,6.31,1
3335,20000,6.17,36,7,609.99,20000,10.53,1
3336,10000,11.66,36,14,198.32,6000,7.07,1
3337,22000,11.36,36,1,724.05,22000,14.27,0
3338,5000,8,36,1,156.69,5000,12.13,1
3339,7750,12.69,36,2,259.98,7750,13.94,1
3340,21725,18.79,60,1,561.06,21725,21.07,0
3341,5000,9.32,36,11,159.74,5000,5.05,1
3342,24000,12.12,36,4,798.52,24000,0.8,1
3343,10250,11.48,36,1,337.93,10250,11.13,0
3344,5200,13.23,60,1,118.93,5200,6.74,0
3345,19000,18.62,60,1,488.91,19000,23.17,0
3346,20000,20.48,60,1,535.24,20000,2.44,0
3347,5700,19.03,60,14,147.96,5700,12.27,1
3348,8500,15.05,36,1,294.88,8500,18.57,0
3349,12000,9.91,36,3,386.7,12000,18.46,1
3350,3025,11.14,36,1,99.24,3025,23.46,1
3351,18000,15.99,60,1,437.63,18000,10.76,0
3352,5500,10.99,60,6,119.56,5500,22.56,1
3353,6000,9.25,36,1,191.5,6000,8.54,1
3354,18000,10.95,36,5,588.85,18000,6.69,0
3355,5000,7.88,36,4,156.41,5000,11.33,0
3356,35000,9.63,36,5,1123.29,35000,3.46,1
3357,6000,12.69,36,2,201.27,6000,11.5,1
3358,14500,11.49,36,1,478.09,14500,29.58,0
3359,5000,13.35,36,1,169.32,5000,6.26,1
3360,8500,9.63,36,5,272.8,8500,8.76,1
3361,12000,15.31,36,5,417.81,12000,4.7,1
3362,12000,12.73,36,1,402.8,12000,18.35,1
3363,8400,11.14,36,12,275.57,8400,11.88,0
3364,6000,7.49,36,6,186.61,6000,25.85,0
3365,5600,15.96,36,1,196.77,5600,10.29,0
3366,3000,14.65,36,1,103.49,3000,12.6,0
3367,15000,11.83,36,1,497.01,15000,15.87,0
3368,20000,10.74,36,4,652.32,20000,14.36,0
3369,7000,7.51,36,2,217.77,7000,11.18,1
3370,6500,11.89,36,1,215.57,6500,8.57,0
3371,5000,7.88,36,1,156.41,5000,4.88,1
3372,15600,16.45,60,7,383.11,15600,17.13,1
3373,3400,13.06,36,1,114.66,3400,22.98,1
3374,10500,7.75,36,2,327.83,10500,12.86,1
3375,2000,16.49,36,7,70.8,2000,18.19,1
3376,27400,17.27,60,1,684.95,27400,17.63,0
3377,7500,13.24,36,1,253.58,7500,16.78,0
3378,7500,6.03,36,8,228.27,7500,24.19,0
3379,19000,12.21,36,3,632.99,19000,15.51,1
3380,8400,14.46,60,2,197.47,8400,17.61,1
3381,22800,19.05,60,1,592.08,22800,21.08,0
3382,12000,13.06,60,7,273.41,12000,20.46,0
3383,3500,9.99,36,1,112.92,3500,6.16,1
3384,4800,14.84,36,11,166.02,4800,0,0
3385,20000,8.9,36,2,635.07,20000,11.04,1
3386,24250,12.99,60,2,551.64,24250,12.97,1
3387,2500,17.99,36,6,90.37,2500,4.62,1
3388,25000,15.2,36,3,869.09,25000,19.55,0
3389,6000,9.32,36,14,191.69,6000,9.73,1
3390,24000,9.99,60,8,312.8,14725,12,1
3391,8950,13.22,36,2,302.52,8950,22.12,0
3392,10000,11.86,36,1,331.48,10000,1.83,1
3393,12000,13.8,60,1,277.98,12000,24.96,0
3394,7000,10,36,1,225.88,7000,5.27,0
3395,8000,10.25,36,3,259.08,8000,6.55,0
3396,11200,13.98,60,2,260.49,11200,16.88,0
3397,20000,22.48,60,1,557.86,20000,22.9,0
3398,15000,7.66,36,8,467.7,15000,12.48,1
3399,9000,15.31,36,1,313.34,9000,6.14,0
3400,25000,14.46,60,2,587.69,25000,11.23,1
3401,10400,22.35,60,1,289.32,10400,8.82,0
3402,19000,7.05,36,6,587.1,19000,7,0
3403,1000,10.59,36,7,32.55,1000,14.47,0
3404,25000,13.23,60,1,571.78,25000,20.94,0
3405,20500,13.67,60,1,473.5,20500,14.2,0
3406,1000,5.42,36,14,30.16,1000,3.47,1
3407,20675,6.99,36,4,638.29,20675,8.27,1
3408,10000,8.9,36,2,317.54,10000,13.66,1
3409,5400,18.39,60,14,138.28,5400,9.29,0
3410,6000,12.12,36,6,199.63,6000,33.32,0
3411,20000,13.61,60,1,388.68,16850,9.89,0
3412,8000,15.31,36,1,278.54,8000,15.15,1
3413,4000,7.14,36,1,123.77,4000,4.14,1
3414,7500,8.63,36,14,237.21,7500,19.2,0
3415,13000,14.11,36,1,444.98,13000,19.03,1
3416,3000,12.99,60,5,68.25,3000,6.07,0
3417,12000,6.62,36,1,368.45,12000,20.57,1
3418,18000,16.02,60,3,437.92,18000,9.36,1
3419,24250,12.18,36,1,807.53,24250,14.77,1
3420,15250,16.7,36,3,541.4,15250,13.16,0
3421,13000,9.99,36,1,419.42,13000,7.34,1
3422,4000,7.88,36,2,125.13,4000,16.98,1
3423,10000,17.58,60,1,251.66,10000,15.09,1
3424,15000,10.25,36,1,485.78,15000,14.96,0
3425,15000,10.99,36,5,491.03,15000,0.41,1
3426,2500,7.68,36,1,77.98,2500,0.38,0
3427,3200,7.68,36,11,65.5,2100,3.59,1
3428,20000,13.49,36,2,678.61,20000,12.46,1
3429,7600,8.49,36,13,239.88,7600,13.67,0
3430,5000,13.22,36,5,169.01,5000,15.4,0
3431,7125,21.98,60,14,196.71,7125,14.45,0
3432,15000,10.25,36,1,485.78,15000,20.68,0
3433,3600,7.49,36,10,111.97,3600,15.72,1
3434,8000,11.71,36,14,264.61,8000,15.84,0
3435,4500,9.63,36,14,144.43,4500,0.82,0
3436,2100,6.39,36,3,64.27,2100,1.53,1
3437,12000,11.86,60,10,266.09,12000,1.05,0
3438,9000,9.91,36,2,290.03,9000,16.41,1
3439,10000,10.2,36,2,323.62,10000,13.32,1
3440,19000,6.99,36,2,586.58,19000,17.68,0
3441,20000,10.25,36,1,647.7,20000,6.06,0
3442,10100,13.55,36,1,343,10100,15.82,0
3443,3500,10.99,36,4,114.57,3500,11.98,1
3444,35000,15.65,60,1,527.9,21875,11.31,1
3445,9600,7.88,60,5,194.11,9600,0.86,1
3446,12000,13.72,60,5,277.49,12000,8.78,0
3447,20000,12.18,36,1,666,20000,15.1,1
3448,14400,16.82,36,1,512.09,14400,10.83,1
3449,5125,8.59,36,2,162.01,5125,24.12,1
3450,3200,6.99,36,7,98.8,3200,11.15,1
3451,5600,14.96,36,1,194.02,5600,4,0
3452,3000,13.79,36,14,102.23,3000,2.18,1
3453,3600,5.42,36,2,108.58,3600,13.49,1
3454,6500,15.99,36,7,228.49,6500,13.01,1
3455,6000,10.39,36,2,194.71,6000,13.88,1
3456,8000,6.76,36,7,246.14,8000,11.38,1
3457,15000,17.77,36,1,540.56,15000,22.45,0
3458,9000,12.18,36,1,299.7,9000,9.48,1
3459,2500,6.03,36,5,76.09,2500,2.96,1
3460,3000,13.35,36,6,101.59,3000,5.38,1
3461,8000,7.49,36,1,248.82,8000,4.11,1
3462,11500,14.46,36,4,395.62,11500,13.71,0
3463,7000,10.37,36,1,227.09,7000,7.06,1
3464,14125,15.96,36,5,496.32,14125,20.25,0
3465,5000,12.18,36,1,166.5,5000,10.5,1
3466,19000,11.83,36,1,629.55,19000,10.93,1
3467,6400,10.95,36,1,209.37,6400,6.15,1
3468,25000,19.04,60,1,527.69,20325,19.17,0
3469,2000,13.16,36,1,67.55,2000,9.55,0
3470,25500,15.96,36,2,896.01,25500,9.18,1
3471,7000,17.88,36,14,252.65,7000,21.79,0
3472,20000,13.79,36,5,681.51,20000,16.57,1
3473,3500,14.65,36,1,120.73,3500,14.9,0
3474,12000,10.37,60,1,257.16,12000,16.23,1
3475,6000,7.49,36,1,186.61,6000,18.85,1
3476,6000,13.35,36,1,203.18,6000,21.36,1
3477,3275,8.88,36,4,103.97,3275,10.02,1
3478,3000,13.79,36,5,102.23,3000,15.83,1
3479,25000,17.46,36,2,897.06,25000,3.94,0
3480,10000,18.09,36,5,361.96,10000,21.69,0
3481,15000,15.95,36,1,526.99,15000,12.24,1
